wandb: WARNING Calling run.save without any arguments is deprecated.Changes to attributes are automatically persisted.
Using lstm as encoder ...
EncoderRNN(
  (embedding): Embedding(992, 256, padding_idx=0)
  (drop): Dropout(p=0.5)
  (rnn): CustomRNN(
    (cell_0): LSTMCell(256, 512)
    (dropout_layer): Dropout(p=0)
  )
)
HybridAgent_high(
  (high_model): HighLevelModel(
    (proj_navigable_mlp): Sequential(
      (0): BatchNorm1d(2048, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (1): Linear(in_features=2048, out_features=1024, bias=True)
      (2): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (3): Dropout(p=0.5)
      (4): ReLU(inplace)
    )
    (ctx_t_img_fc): Linear(in_features=512, out_features=1024, bias=True)
    (soft_attn): SoftAttention(
      (softmax): Softmax()
    )
    (dropout): Dropout(p=0.5)
    (lstm): LSTMCell(1573, 512)
    (logit_fc): Linear(in_features=1024, out_features=1024, bias=True)
  )
  (h0_t_ctx_fc): Linear(in_features=512, out_features=512, bias=True)
  (soft_attn): SoftAttention(
    (softmax): Softmax()
  )
  (dropout): Dropout(p=0.5)
  (lang_position): PositionalEncoding(
    (dropout): Dropout(p=0.1)
  )
  (h2_fc_lstm): Linear(in_features=1536, out_features=512, bias=True)
  (critic): Sequential(
    (0): Linear(in_features=612, out_features=1, bias=True)
    (1): Tanh()
  )
)
Reading image features file preprocessed_data/img_features/ResNet-152-imagenet.tsv
Loading image features ..
Reading number of navigable features from preprocessed_data/navigable_result
Loading number of navigable features ..
Loading navigation graphs for 61 scans
R2RBatch loaded with 14039 instructions, using splits: train
Loading navigation graphs for 56 scans
R2RBatch loaded with 1021 instructions, using splits: val_seen
Loading navigation graphs for 11 scans
R2RBatch loaded with 2349 instructions, using splits: val_unseen
Training on train env ...
Epoch: [1][1/200]	Time 3.802 (3.802)	Loss 27.3906 (27.3906)	
Epoch: [1][27/200]	Time 2.138 (2.056)	Loss 10.1507 (15.1648)	
Epoch: [1][28/200]	Time 2.002 (2.054)	Loss 10.2755 (14.9902)	
Epoch: [1][29/200]	Time 1.870 (2.047)	Loss 10.4159 (14.8325)	
Epoch: [1][30/200]	Time 2.759 (2.071)	Loss 10.0279 (14.6723)	
Epoch: [1][31/200]	Time 2.010 (2.069)	Loss 9.6305 (14.5097)	
Epoch: [1][32/200]	Time 1.859 (2.063)	Loss 9.6964 (14.3593)	
Epoch: [1][33/200]	Time 1.893 (2.058)	Loss 9.4100 (14.2093)	
Epoch: [1][34/200]	Time 1.983 (2.055)	Loss 9.3729 (14.0670)	
Epoch: [1][35/200]	Time 2.794 (2.076)	Loss 9.3880 (13.9333)	
Epoch: [1][36/200]	Time 1.858 (2.070)	Loss 10.1389 (13.8279)	
Epoch: [1][37/200]	Time 1.809 (2.063)	Loss 9.9613 (13.7234)	
Epoch: [1][38/200]	Time 1.822 (2.057)	Loss 8.7653 (13.5930)	
Epoch: [1][39/200]	Time 1.630 (2.046)	Loss 8.8502 (13.4713)	
Epoch: [1][40/200]	Time 2.985 (2.069)	Loss 9.3575 (13.3685)	
Epoch: [1][41/200]	Time 1.524 (2.056)	Loss 9.1787 (13.2663)	
Epoch: [1][42/200]	Time 1.531 (2.044)	Loss 8.9914 (13.1645)	
Epoch: [1][43/200]	Time 1.555 (2.032)	Loss 9.8128 (13.0866)	
Epoch: [1][44/200]	Time 1.597 (2.022)	Loss 8.6961 (12.9868)	
Epoch: [1][45/200]	Time 3.171 (2.048)	Loss 8.7299 (12.8922)	
Epoch: [1][46/200]	Time 1.636 (2.039)	Loss 9.5904 (12.8204)	
Epoch: [1][47/200]	Time 1.737 (2.033)	Loss 9.2083 (12.7436)	
Epoch: [1][48/200]	Time 1.857 (2.029)	Loss 9.1837 (12.6694)	
Epoch: [1][49/200]	Time 1.839 (2.025)	Loss 8.9130 (12.5927)	
Epoch: [1][50/200]	Time 2.829 (2.041)	Loss 8.8983 (12.5189)	
Epoch: [1][51/200]	Time 1.549 (2.031)	Loss 8.6924 (12.4438)	
Epoch: [1][52/200]	Time 1.503 (2.021)	Loss 8.5408 (12.3688)	
Epoch: [1][53/200]	Time 1.535 (2.012)	Loss 8.5572 (12.2969)	
Epoch: [1][54/200]	Time 1.569 (2.004)	Loss 8.0333 (12.2179)	
Epoch: [1][55/200]	Time 2.813 (2.019)	Loss 8.7329 (12.1545)	
Epoch: [1][56/200]	Time 1.712 (2.013)	Loss 8.3798 (12.0871)	
Epoch: [1][57/200]	Time 1.514 (2.004)	Loss 9.5108 (12.0419)	
Epoch: [1][58/200]	Time 1.590 (1.997)	Loss 9.5353 (11.9987)	
Epoch: [1][59/200]	Time 1.578 (1.990)	Loss 8.2541 (11.9352)	
Epoch: [1][60/200]	Time 3.082 (2.008)	Loss 9.2973 (11.8913)	
Epoch: [1][61/200]	Time 2.637 (2.019)	Loss 9.3482 (11.8496)	
Epoch: [1][62/200]	Time 1.484 (2.010)	Loss 8.7513 (11.7996)	
Epoch: [1][63/200]	Time 1.843 (2.007)	Loss 9.1162 (11.7570)	
Epoch: [1][64/200]	Time 1.747 (2.003)	Loss 9.0981 (11.7155)	
Epoch: [1][65/200]	Time 2.684 (2.014)	Loss 8.2626 (11.6624)	
Epoch: [1][66/200]	Time 1.515 (2.006)	Loss 8.7317 (11.6179)	
Epoch: [1][67/200]	Time 1.675 (2.001)	Loss 9.3284 (11.5838)	
Epoch: [1][68/200]	Time 1.466 (1.993)	Loss 8.5948 (11.5398)	
Epoch: [1][69/200]	Time 1.580 (1.987)	Loss 9.0293 (11.5034)	
Epoch: [1][70/200]	Time 2.941 (2.001)	Loss 8.6827 (11.4631)	
Epoch: [1][71/200]	Time 1.831 (1.999)	Loss 9.4074 (11.4342)	
Epoch: [1][72/200]	Time 1.920 (1.998)	Loss 9.5661 (11.4082)	
Epoch: [1][73/200]	Time 1.486 (1.991)	Loss 8.1744 (11.3639)	
Epoch: [1][74/200]	Time 1.824 (1.988)	Loss 8.8338 (11.3297)	
Epoch: [1][75/200]	Time 2.752 (1.998)	Loss 8.4100 (11.2908)	
Epoch: [1][76/200]	Time 1.522 (1.992)	Loss 8.9356 (11.2598)	
Epoch: [1][77/200]	Time 1.525 (1.986)	Loss 8.8276 (11.2282)	
Epoch: [1][78/200]	Time 1.535 (1.980)	Loss 9.3157 (11.2037)	
Epoch: [1][79/200]	Time 1.460 (1.974)	Loss 9.3009 (11.1796)	
Epoch: [1][80/200]	Time 3.043 (1.987)	Loss 8.6501 (11.1480)	
Epoch: [1][81/200]	Time 1.880 (1.986)	Loss 9.1976 (11.1239)	
Epoch: [1][82/200]	Time 1.753 (1.983)	Loss 7.9202 (11.0849)	
Epoch: [1][83/200]	Time 1.509 (1.977)	Loss 7.2994 (11.0393)	
Epoch: [1][84/200]	Time 1.507 (1.972)	Loss 8.5303 (11.0094)	
Epoch: [1][85/200]	Time 2.722 (1.980)	Loss 9.3151 (10.9895)	
Epoch: [1][86/200]	Time 1.509 (1.975)	Loss 8.7469 (10.9634)	
Epoch: [1][87/200]	Time 1.517 (1.970)	Loss 8.4957 (10.9350)	
Epoch: [1][88/200]	Time 1.549 (1.965)	Loss 8.2740 (10.9048)	
Epoch: [1][89/200]	Time 1.686 (1.962)	Loss 8.5766 (10.8786)	
Epoch: [1][90/200]	Time 2.972 (1.973)	Loss 8.2701 (10.8496)	
Epoch: [1][91/200]	Time 1.849 (1.972)	Loss 7.7719 (10.8158)	
Epoch: [1][92/200]	Time 1.888 (1.971)	Loss 7.9557 (10.7847)	
Epoch: [1][93/200]	Time 1.804 (1.969)	Loss 8.8252 (10.7637)	
Epoch: [1][94/200]	Time 1.657 (1.966)	Loss 8.4455 (10.7390)	
Epoch: [1][95/200]	Time 2.686 (1.973)	Loss 8.3919 (10.7143)	
Epoch: [1][96/200]	Time 1.520 (1.968)	Loss 8.5628 (10.6919)	
Epoch: [1][97/200]	Time 1.497 (1.964)	Loss 7.4824 (10.6588)	
Epoch: [1][98/200]	Time 1.500 (1.959)	Loss 8.3087 (10.6348)	
Epoch: [1][99/200]	Time 1.637 (1.956)	Loss 8.3206 (10.6114)	
Epoch: [1][100/200]	Time 4.377 (1.980)	Loss 8.2636 (10.5880)	
Epoch: [1][101/200]	Time 1.662 (1.977)	Loss 7.9460 (10.5618)	
Epoch: [1][102/200]	Time 1.585 (1.973)	Loss 8.3080 (10.5397)	
Epoch: [1][103/200]	Time 1.546 (1.969)	Loss 9.1961 (10.5267)	
Epoch: [1][104/200]	Time 1.462 (1.964)	Loss 8.8749 (10.5108)	
Epoch: [1][105/200]	Time 2.697 (1.971)	Loss 8.5961 (10.4925)	
Epoch: [1][106/200]	Time 1.873 (1.970)	Loss 8.8432 (10.4770)	
Epoch: [1][107/200]	Time 1.765 (1.968)	Loss 7.9012 (10.4529)	
Epoch: [1][108/200]	Time 1.676 (1.965)	Loss 8.3123 (10.4331)	
Epoch: [1][109/200]	Time 1.502 (1.961)	Loss 8.0393 (10.4111)	
Epoch: [1][110/200]	Time 2.725 (1.968)	Loss 8.6048 (10.3947)	
Epoch: [1][111/200]	Time 1.483 (1.964)	Loss 9.2369 (10.3843)	
Epoch: [1][112/200]	Time 1.469 (1.959)	Loss 7.2357 (10.3562)	
Epoch: [1][113/200]	Time 1.504 (1.955)	Loss 8.8240 (10.3426)	
Epoch: [1][114/200]	Time 1.600 (1.952)	Loss 8.6759 (10.3280)	
Epoch: [1][115/200]	Time 2.957 (1.961)	Loss 8.4045 (10.3113)	
Epoch: [1][116/200]	Time 1.513 (1.957)	Loss 7.7786 (10.2894)	
Epoch: [1][117/200]	Time 1.480 (1.953)	Loss 8.4872 (10.2740)	
Epoch: [1][118/200]	Time 1.857 (1.952)	Loss 8.5326 (10.2593)	
Epoch: [1][119/200]	Time 1.499 (1.948)	Loss 8.2828 (10.2427)	
Epoch: [1][120/200]	Time 2.705 (1.955)	Loss 8.1274 (10.2250)	
Epoch: [1][121/200]	Time 1.575 (1.951)	Loss 9.5065 (10.2191)	
Epoch: [1][122/200]	Time 1.627 (1.949)	Loss 8.5202 (10.2052)	
Epoch: [1][123/200]	Time 1.476 (1.945)	Loss 8.1266 (10.1883)	
Epoch: [1][124/200]	Time 1.560 (1.942)	Loss 8.7236 (10.1765)	
Epoch: [1][125/200]	Time 3.069 (1.951)	Loss 8.0396 (10.1594)	
Epoch: [1][126/200]	Time 1.795 (1.950)	Loss 8.5757 (10.1468)	
Epoch: [1][127/200]	Time 1.730 (1.948)	Loss 8.3839 (10.1329)	
Epoch: [1][128/200]	Time 1.560 (1.945)	Loss 8.5224 (10.1203)	
Epoch: [1][129/200]	Time 1.800 (1.944)	Loss 8.2220 (10.1056)	
Epoch: [1][130/200]	Time 2.667 (1.949)	Loss 8.3556 (10.0921)	
Epoch: [1][131/200]	Time 1.537 (1.946)	Loss 8.6634 (10.0812)	
Epoch: [1][132/200]	Time 1.516 (1.943)	Loss 8.1282 (10.0664)	
Epoch: [1][133/200]	Time 1.550 (1.940)	Loss 7.9978 (10.0509)	
Epoch: [1][134/200]	Time 1.488 (1.937)	Loss 8.3853 (10.0385)	
Epoch: [1][135/200]	Time 2.971 (1.944)	Loss 8.5278 (10.0273)	
Epoch: [1][136/200]	Time 1.879 (1.944)	Loss 8.4915 (10.0160)	
Epoch: [1][137/200]	Time 2.052 (1.945)	Loss 8.6188 (10.0058)	
Epoch: [1][138/200]	Time 2.432 (1.948)	Loss 8.2405 (9.9930)	
Epoch: [1][139/200]	Time 1.490 (1.945)	Loss 8.3279 (9.9810)	
Epoch: [1][140/200]	Time 2.771 (1.951)	Loss 8.8764 (9.9731)	
Epoch: [1][141/200]	Time 1.653 (1.949)	Loss 7.6151 (9.9564)	
Epoch: [1][142/200]	Time 1.910 (1.948)	Loss 8.7709 (9.9480)	
Epoch: [1][143/200]	Time 1.909 (1.948)	Loss 8.5807 (9.9385)	
Epoch: [1][144/200]	Time 1.456 (1.945)	Loss 8.3172 (9.9272)	
Epoch: [1][145/200]	Time 2.771 (1.950)	Loss 8.2136 (9.9154)	
Epoch: [1][146/200]	Time 1.575 (1.948)	Loss 8.2348 (9.9039)	
Epoch: [1][147/200]	Time 1.597 (1.945)	Loss 8.7363 (9.8960)	
Epoch: [1][148/200]	Time 1.771 (1.944)	Loss 8.3614 (9.8856)	
Epoch: [1][149/200]	Time 2.017 (1.945)	Loss 8.0131 (9.8730)	
Epoch: [1][150/200]	Time 2.685 (1.950)	Loss 8.5785 (9.8644)	
Epoch: [1][151/200]	Time 1.515 (1.947)	Loss 8.1923 (9.8533)	
Epoch: [1][152/200]	Time 1.564 (1.944)	Loss 8.8616 (9.8468)	
Epoch: [1][153/200]	Time 1.557 (1.942)	Loss 8.9384 (9.8409)	
Epoch: [1][154/200]	Time 1.543 (1.939)	Loss 8.8834 (9.8346)	
Epoch: [1][155/200]	Time 2.721 (1.944)	Loss 8.1129 (9.8235)	
Epoch: [1][156/200]	Time 1.782 (1.943)	Loss 7.8259 (9.8107)	
Epoch: [1][157/200]	Time 1.858 (1.943)	Loss 8.3371 (9.8013)	
Epoch: [1][158/200]	Time 1.898 (1.942)	Loss 8.1385 (9.7908)	
Epoch: [1][159/200]	Time 1.775 (1.941)	Loss 8.3916 (9.7820)	
Epoch: [1][160/200]	Time 2.750 (1.946)	Loss 7.5695 (9.7682)	
Epoch: [1][161/200]	Time 1.563 (1.944)	Loss 8.7800 (9.7620)	
Epoch: [1][162/200]	Time 1.653 (1.942)	Loss 8.7213 (9.7556)	
Epoch: [1][163/200]	Time 1.516 (1.939)	Loss 8.1793 (9.7460)	
Epoch: [1][164/200]	Time 1.494 (1.937)	Loss 7.9714 (9.7351)	
Epoch: [1][165/200]	Time 3.059 (1.944)	Loss 8.2627 (9.7262)	
Epoch: [1][166/200]	Time 1.695 (1.942)	Loss 8.1131 (9.7165)	
Epoch: [1][167/200]	Time 1.765 (1.941)	Loss 9.3206 (9.7141)	
Epoch: [1][168/200]	Time 1.554 (1.939)	Loss 8.1560 (9.7048)	
Epoch: [1][169/200]	Time 1.754 (1.938)	Loss 7.6928 (9.6929)	
Epoch: [1][170/200]	Time 3.077 (1.944)	Loss 7.5621 (9.6804)	
Epoch: [1][171/200]	Time 1.528 (1.942)	Loss 7.9614 (9.6704)	
Epoch: [1][172/200]	Time 1.676 (1.940)	Loss 7.6928 (9.6589)	
Epoch: [1][173/200]	Time 1.745 (1.939)	Loss 8.6659 (9.6531)	
Epoch: [1][174/200]	Time 1.878 (1.939)	Loss 8.3635 (9.6457)	
Epoch: [1][175/200]	Time 2.758 (1.944)	Loss 7.2596 (9.6321)	
Epoch: [1][176/200]	Time 1.620 (1.942)	Loss 7.5784 (9.6204)	
Epoch: [1][177/200]	Time 1.536 (1.939)	Loss 8.2771 (9.6128)	
Epoch: [1][178/200]	Time 1.511 (1.937)	Loss 8.9071 (9.6088)	
Epoch: [1][179/200]	Time 1.566 (1.935)	Loss 7.4566 (9.5968)	
Epoch: [1][180/200]	Time 3.018 (1.941)	Loss 8.4462 (9.5904)	
Epoch: [1][181/200]	Time 1.736 (1.940)	Loss 8.4754 (9.5843)	
Epoch: [1][182/200]	Time 1.542 (1.938)	Loss 8.5671 (9.5787)	
Epoch: [1][183/200]	Time 1.846 (1.937)	Loss 8.1164 (9.5707)	
Epoch: [1][184/200]	Time 1.723 (1.936)	Loss 8.2141 (9.5633)	
Epoch: [1][185/200]	Time 2.728 (1.940)	Loss 8.2914 (9.5564)	
Epoch: [1][186/200]	Time 1.539 (1.938)	Loss 8.0113 (9.5481)	
Epoch: [1][187/200]	Time 1.516 (1.936)	Loss 7.5798 (9.5376)	
Epoch: [1][188/200]	Time 1.495 (1.933)	Loss 8.4679 (9.5319)	
Epoch: [1][189/200]	Time 1.514 (1.931)	Loss 8.1847 (9.5248)	
Epoch: [1][190/200]	Time 3.101 (1.937)	Loss 8.1727 (9.5177)	
Epoch: [1][191/200]	Time 1.935 (1.937)	Loss 8.4395 (9.5120)	
Epoch: [1][192/200]	Time 1.805 (1.937)	Loss 8.8386 (9.5085)	
Epoch: [1][193/200]	Time 1.492 (1.934)	Loss 7.7219 (9.4993)	
Epoch: [1][194/200]	Time 1.843 (1.934)	Loss 8.1937 (9.4925)	
Epoch: [1][195/200]	Time 2.735 (1.938)	Loss 8.5846 (9.4879)	
Epoch: [1][196/200]	Time 1.505 (1.936)	Loss 7.8477 (9.4795)	
Epoch: [1][197/200]	Time 1.531 (1.934)	Loss 8.5955 (9.4750)	
Epoch: [1][198/200]	Time 1.713 (1.933)	Loss 8.5424 (9.4703)	
Epoch: [1][199/200]	Time 1.487 (1.930)	Loss 8.0170 (9.4630)	
Epoch: [1][200/200]	Time 4.577 (1.944)	Loss 7.7477 (9.4544)	
Training on train env ...
Epoch: [2][1/200]	Time 1.871 (1.871)	Loss 8.1765 (8.1765)	
Epoch: [2][2/200]	Time 1.816 (1.843)	Loss 7.5507 (7.8636)	
Epoch: [2][3/200]	Time 1.448 (1.712)	Loss 7.9143 (7.8805)	
Epoch: [2][4/200]	Time 1.999 (1.784)	Loss 7.1461 (7.6969)	
Epoch: [2][5/200]	Time 2.736 (1.974)	Loss 8.6304 (7.8836)	
Epoch: [2][6/200]	Time 1.496 (1.894)	Loss 7.7683 (7.8644)	
Epoch: [2][7/200]	Time 1.531 (1.843)	Loss 8.1394 (7.9037)	
Epoch: [2][8/200]	Time 1.533 (1.804)	Loss 8.1352 (7.9326)	
Epoch: [2][9/200]	Time 1.470 (1.767)	Loss 7.6687 (7.9033)	
Epoch: [2][10/200]	Time 2.961 (1.886)	Loss 8.0277 (7.9157)	
Epoch: [2][11/200]	Time 1.854 (1.883)	Loss 7.9207 (7.9162)	
Epoch: [2][12/200]	Time 1.899 (1.885)	Loss 8.2179 (7.9413)	
Epoch: [2][13/200]	Time 1.718 (1.872)	Loss 8.7528 (8.0037)	
Epoch: [2][14/200]	Time 2.280 (1.901)	Loss 8.0913 (8.0100)	
Epoch: [2][15/200]	Time 3.006 (1.975)	Loss 7.3324 (7.9648)	
Epoch: [2][16/200]	Time 1.546 (1.948)	Loss 7.7309 (7.9502)	
Epoch: [2][17/200]	Time 1.478 (1.920)	Loss 7.3939 (7.9175)	
Epoch: [2][18/200]	Time 1.513 (1.898)	Loss 8.1650 (7.9312)	
Epoch: [2][19/200]	Time 1.544 (1.879)	Loss 7.4272 (7.9047)	
Epoch: [2][20/200]	Time 2.676 (1.919)	Loss 8.2084 (7.9199)	
Epoch: [2][21/200]	Time 1.544 (1.901)	Loss 8.2221 (7.9343)	
Epoch: [2][22/200]	Time 1.682 (1.891)	Loss 8.2920 (7.9505)	
Epoch: [2][23/200]	Time 1.812 (1.888)	Loss 8.3376 (7.9674)	
Epoch: [2][24/200]	Time 1.871 (1.887)	Loss 8.4135 (7.9860)	
Epoch: [2][25/200]	Time 2.694 (1.919)	Loss 7.9684 (7.9853)	
Epoch: [2][26/200]	Time 1.517 (1.904)	Loss 7.9500 (7.9839)	
Epoch: [2][27/200]	Time 1.524 (1.890)	Loss 7.2868 (7.9581)	
Epoch: [2][28/200]	Time 1.604 (1.879)	Loss 7.5369 (7.9430)	
Epoch: [2][29/200]	Time 1.768 (1.876)	Loss 7.7539 (7.9365)	
Epoch: [2][30/200]	Time 3.216 (1.920)	Loss 8.4752 (7.9545)	
Epoch: [2][31/200]	Time 1.501 (1.907)	Loss 7.9152 (7.9532)	
Epoch: [2][32/200]	Time 1.869 (1.906)	Loss 8.2825 (7.9635)	
Epoch: [2][33/200]	Time 1.853 (1.904)	Loss 7.4197 (7.9470)	
Epoch: [2][34/200]	Time 1.881 (1.903)	Loss 8.2578 (7.9562)	
Epoch: [2][35/200]	Time 2.682 (1.926)	Loss 7.0224 (7.9295)	
Epoch: [2][36/200]	Time 1.676 (1.919)	Loss 8.5540 (7.9468)	
Epoch: [2][37/200]	Time 1.479 (1.907)	Loss 8.1202 (7.9515)	
Epoch: [2][38/200]	Time 1.537 (1.897)	Loss 7.0874 (7.9288)	
Epoch: [2][39/200]	Time 1.515 (1.887)	Loss 7.2863 (7.9123)	
Epoch: [2][40/200]	Time 2.992 (1.915)	Loss 7.5183 (7.9024)	
Epoch: [2][41/200]	Time 1.845 (1.913)	Loss 8.7796 (7.9238)	
Epoch: [2][42/200]	Time 1.492 (1.903)	Loss 8.3324 (7.9336)	
Epoch: [2][43/200]	Time 1.846 (1.902)	Loss 7.5272 (7.9241)	
Epoch: [2][44/200]	Time 1.747 (1.898)	Loss 8.7540 (7.9430)	
Epoch: [2][45/200]	Time 2.736 (1.917)	Loss 8.1283 (7.9471)	
Epoch: [2][46/200]	Time 1.521 (1.908)	Loss 8.3449 (7.9557)	
Epoch: [2][47/200]	Time 1.576 (1.901)	Loss 7.4816 (7.9457)	
Epoch: [2][48/200]	Time 1.481 (1.892)	Loss 8.2068 (7.9511)	
Epoch: [2][49/200]	Time 1.489 (1.884)	Loss 7.8400 (7.9488)	
Epoch: [2][50/200]	Time 3.105 (1.909)	Loss 7.4957 (7.9398)	
Epoch: [2][51/200]	Time 1.923 (1.909)	Loss 7.6978 (7.9350)	
Epoch: [2][52/200]	Time 1.778 (1.906)	Loss 8.2583 (7.9412)	
Epoch: [2][53/200]	Time 1.536 (1.899)	Loss 8.1398 (7.9450)	
Epoch: [2][54/200]	Time 1.899 (1.899)	Loss 8.2030 (7.9498)	
Epoch: [2][55/200]	Time 2.715 (1.914)	Loss 8.2517 (7.9553)	
Epoch: [2][56/200]	Time 1.528 (1.907)	Loss 7.6776 (7.9503)	
Epoch: [2][57/200]	Time 1.545 (1.901)	Loss 7.1963 (7.9371)	
Epoch: [2][58/200]	Time 1.575 (1.895)	Loss 9.5003 (7.9640)	
Epoch: [2][59/200]	Time 1.515 (1.889)	Loss 7.6615 (7.9589)	
Epoch: [2][60/200]	Time 2.895 (1.906)	Loss 7.2977 (7.9479)	
Epoch: [2][61/200]	Time 1.844 (1.905)	Loss 7.8979 (7.9471)	
Epoch: [2][62/200]	Time 1.835 (1.904)	Loss 7.8271 (7.9451)	
Epoch: [2][63/200]	Time 1.735 (1.901)	Loss 8.1500 (7.9484)	
Epoch: [2][64/200]	Time 1.485 (1.894)	Loss 7.9413 (7.9483)	
Epoch: [2][65/200]	Time 2.691 (1.907)	Loss 7.3179 (7.9386)	
Epoch: [2][66/200]	Time 1.545 (1.901)	Loss 7.5439 (7.9326)	
Epoch: [2][67/200]	Time 1.520 (1.895)	Loss 7.2215 (7.9220)	
Epoch: [2][68/200]	Time 1.660 (1.892)	Loss 8.1798 (7.9258)	
Epoch: [2][69/200]	Time 1.502 (1.886)	Loss 7.0635 (7.9133)	
Epoch: [2][70/200]	Time 2.766 (1.899)	Loss 7.8795 (7.9128)	
Epoch: [2][71/200]	Time 1.719 (1.896)	Loss 7.8449 (7.9118)	
Epoch: [2][72/200]	Time 1.832 (1.895)	Loss 8.2827 (7.9170)	
Epoch: [2][73/200]	Time 1.946 (1.896)	Loss 8.1762 (7.9205)	
Epoch: [2][74/200]	Time 1.811 (1.895)	Loss 7.4520 (7.9142)	
Epoch: [2][75/200]	Time 2.778 (1.907)	Loss 8.2696 (7.9189)	
Epoch: [2][76/200]	Time 1.502 (1.901)	Loss 8.8244 (7.9308)	
Epoch: [2][77/200]	Time 1.549 (1.897)	Loss 8.0002 (7.9317)	
Epoch: [2][78/200]	Time 1.480 (1.892)	Loss 8.2848 (7.9363)	
Epoch: [2][79/200]	Time 1.518 (1.887)	Loss 6.8488 (7.9225)	
Epoch: [2][80/200]	Time 2.692 (1.897)	Loss 8.5219 (7.9300)	
Epoch: [2][81/200]	Time 1.811 (1.896)	Loss 7.5435 (7.9252)	
